#,Constituency,Reserved,Electors As per Feb 2026 SIR[4],Change Prev. Election,District_x,Lok Sabha constituency,Constituency since,Constituency Map,District_Clean,District_y,Culture,Registered_Voters,GDP_Lakhs,Turnout_2021,Turnout_2026,Turnout_Delta,Assembly_Seats,Voter_Profile,Seat_Registered,Seat_Polled,Female_Voters,Male_Voters,Youth_Voters,Senior_Voters,youth_pct,services_pct,agri_pct,homemaker_pct,elderly_pct,Cultivators_Pct,AgriLabour_Pct,HouseholdIndustry_Pct,OtherWorkers_Pct,Literacy_Pct,Urban_Pct,Seat_Type,SC_Boost,Turnout_Surge_Type,TVK_Zone,Anti_Incumbency_Score,Incumbency_Factor,Voter_Profile_Extended,Winner_2021_Party,SC_ST_Pop_Pct,Margin_2021_Category,Incumbent_Recontesting,SC_Voter_Boost,Constituency_Registered_Voters
191,Madurai North,-,221174,10.15%,Madurai,Madurai,1952.0,,Madurai,Madurai,Southern,2627029,3.18,72.27,83.66,11.39,10,"Assembly Constituency: Madurai North (Madurai). Region Culture: Southern. This is a reserved constituency (-). Mix of agriculture and historic trade. Caste and community dynamics have significant historical weight. Voters here balance appreciation for welfare schemes with demands for better local job creation. Strong sentiment towards state autonomy and anti-language imposition ideologies. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. ",221174,185034,112305,107470,46592,80877,0.193,0.365,0.183,0.186,0.073,8.5,20.1,4.1,67.3,80.2,65.3,COMPETITIVE,0,BASE_MOBILISATION,MEDIUM,0,COMPETITIVE,"Assembly Constituency: Madurai North (Madurai). Region Culture: Southern. This is a reserved constituency (-). Mix of agriculture and historic trade. Caste and community dynamics have significant historical weight. Voters here balance appreciation for welfare schemes with demands for better local job creation. Strong sentiment towards state autonomy and anti-language imposition ideologies. A heavily contested youth vote, split between traditional Dravidian majors and new challengers.  Seat type: COMPETITIVE (2021: DMK won). Incumbency: COMPETITIVE. Turnout surge: BASE_MOBILISATION. TVK relevance: MEDIUM.  Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: YES.",DMK,12.8,COMFORTABLE,YES,-0.8,221174
192,Madurai South,-,179919,22.83%,Madurai,Madurai,1952.0,,Madurai,Madurai,Southern,2627029,3.18,72.27,83.66,11.39,10,"Assembly Constituency: Madurai South (Madurai). Region Culture: Southern. This is a reserved constituency (-). Mix of agriculture and historic trade. Caste and community dynamics have significant historical weight. Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Growing presence of national political narratives blending with local issues. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). ",179919,150520,112305,107470,46592,80877,0.193,0.365,0.183,0.186,0.073,8.5,20.1,4.1,67.3,80.2,65.3,COMPETITIVE,0,BASE_MOBILISATION,MEDIUM,0,COMPETITIVE,"Assembly Constituency: Madurai South (Madurai). Region Culture: Southern. This is a reserved constituency (-). Mix of agriculture and historic trade. Caste and community dynamics have significant historical weight. Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Growing presence of national political narratives blending with local issues. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK).  Seat type: COMPETITIVE (2021: DMK won). Incumbency: COMPETITIVE. Turnout surge: BASE_MOBILISATION. TVK relevance: MEDIUM.  Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,12.8,COMFORTABLE,LIKELY_YES,-0.8,179919
193,Madurai Central,-,199618,18.63%,Madurai,Madurai,1962.0,,Madurai,Madurai,Southern,2627029,3.18,72.27,83.66,11.39,10,"Assembly Constituency: Madurai Central (Madurai). Region Culture: Southern. This is a reserved constituency (-). Mix of agriculture and historic trade. Caste and community dynamics have significant historical weight. Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Growing presence of national political narratives blending with local issues. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). ",199618,167000,112305,107470,46592,80877,0.193,0.365,0.183,0.186,0.073,8.5,20.1,4.1,67.3,80.2,65.3,SAFE,0,BASE_MOBILISATION,MEDIUM,0,COMPETITIVE,"Assembly Constituency: Madurai Central (Madurai). Region Culture: Southern. This is a reserved constituency (-). Mix of agriculture and historic trade. Caste and community dynamics have significant historical weight. Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Growing presence of national political narratives blending with local issues. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK).  Seat type: SAFE (2021: DMK won). Incumbency: COMPETITIVE. Turnout surge: BASE_MOBILISATION. TVK relevance: MEDIUM.  Victory margin 2021: LANDSLIDE. 2021 MLA re-contesting: LIKELY_YES.",DMK,12.8,LANDSLIDE,LIKELY_YES,-0.8,199618
194,Madurai West,-,275516,11.66%,Madurai,Madurai,1967.0,,Madurai,Madurai,Southern,2627029,3.18,72.27,83.66,11.39,10,"Assembly Constituency: Madurai West (Madurai). Region Culture: Southern. This is a reserved constituency (-). Mix of agriculture and historic trade. Caste and community dynamics have significant historical weight. Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Strong sentiment towards state autonomy and anti-language imposition ideologies. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. ",275516,230496,112305,107470,46592,80877,0.193,0.365,0.183,0.186,0.073,8.5,20.1,4.1,67.3,80.2,65.3,COMPETITIVE,0,BASE_MOBILISATION,MEDIUM,0,COMPETITIVE,"Assembly Constituency: Madurai West (Madurai). Region Culture: Southern. This is a reserved constituency (-). Mix of agriculture and historic trade. Caste and community dynamics have significant historical weight. Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Strong sentiment towards state autonomy and anti-language imposition ideologies. A heavily contested youth vote, split between traditional Dravidian majors and new challengers.  Seat type: COMPETITIVE (2021: DMK won). Incumbency: COMPETITIVE. Turnout surge: BASE_MOBILISATION. TVK relevance: MEDIUM.  Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,12.8,COMFORTABLE,LIKELY_YES,-0.8,275516
195,Thiruparankundram,-,311400,4.27%,Madurai,Virudhunagar,1957.0,,Madurai,Madurai,Southern,2627029,3.18,72.27,83.66,11.39,10,"Assembly Constituency: Thiruparankundram (Madurai). Region Culture: Southern. This is a reserved constituency (-). Mix of agriculture and historic trade. Caste and community dynamics have significant historical weight. Voters here balance appreciation for welfare schemes with demands for better local job creation. Strong sentiment towards state autonomy and anti-language imposition ideologies. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). ",311400,260517,112305,107470,46592,80877,0.193,0.365,0.183,0.186,0.073,8.5,20.1,4.1,67.3,80.2,65.3,COMPETITIVE,0,BASE_MOBILISATION,MEDIUM,0,COMPETITIVE,"Assembly Constituency: Thiruparankundram (Madurai). Region Culture: Southern. This is a reserved constituency (-). Mix of agriculture and historic trade. Caste and community dynamics have significant historical weight. Voters here balance appreciation for welfare schemes with demands for better local job creation. Strong sentiment towards state autonomy and anti-language imposition ideologies. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK).  Seat type: COMPETITIVE (2021: DMK won). Incumbency: COMPETITIVE. Turnout surge: BASE_MOBILISATION. TVK relevance: MEDIUM.  Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,12.8,COMFORTABLE,LIKELY_YES,-0.8,311400
196,Thirumangalam,-,261238,7.29%,Madurai,Virudhunagar,1952.0,,Madurai,Madurai,Southern,2627029,3.18,72.27,83.66,11.39,10,"Assembly Constituency: Thirumangalam (Madurai). Region Culture: Southern. This is a reserved constituency (-). Mix of agriculture and historic trade. Caste and community dynamics have significant historical weight. Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Primarily focused on local candidate reputation rather than national or state party ideology. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). ",261238,218551,112305,107470,46592,80877,0.193,0.365,0.183,0.186,0.073,8.5,20.1,4.1,67.3,80.2,65.3,MARGINAL,0,ANTI_INCUMBENCY,MEDIUM,-9,HIGH_ANTI_INCUMBENCY,"Assembly Constituency: Thirumangalam (Madurai). Region Culture: Southern. This is a reserved constituency (-). Mix of agriculture and historic trade. Caste and community dynamics have significant historical weight. Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Primarily focused on local candidate reputation rather than national or state party ideology. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK).  Seat type: MARGINAL (2021: AIADMK won). Incumbency: HIGH_ANTI_INCUMBENCY. Turnout surge: ANTI_INCUMBENCY. TVK relevance: MEDIUM.  Victory margin 2021: RAZOR_THIN. 2021 MLA re-contesting: UNCERTAIN.",AIADMK,12.8,RAZOR_THIN,UNCERTAIN,-0.8,261238
197,Usilampatti,-,266192,7.27%,Madurai,Theni,1957.0,,Madurai,Madurai,Southern,2627029,3.18,72.27,83.66,11.39,10,"Assembly Constituency: Usilampatti (Madurai). Region Culture: Southern. This is a reserved constituency (-). Mix of agriculture and historic trade. Caste and community dynamics have significant historical weight. Voters here balance appreciation for welfare schemes with demands for better local job creation. Growing presence of national political narratives blending with local issues. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. ",266192,222696,112305,107470,46592,80877,0.193,0.365,0.183,0.186,0.073,8.5,20.1,4.1,67.3,80.2,65.3,COMPETITIVE,0,BASE_MOBILISATION,MEDIUM,0,COMPETITIVE,"Assembly Constituency: Usilampatti (Madurai). Region Culture: Southern. This is a reserved constituency (-). Mix of agriculture and historic trade. Caste and community dynamics have significant historical weight. Voters here balance appreciation for welfare schemes with demands for better local job creation. Growing presence of national political narratives blending with local issues. A heavily contested youth vote, split between traditional Dravidian majors and new challengers.  Seat type: COMPETITIVE (2021: DMK won). Incumbency: COMPETITIVE. Turnout surge: BASE_MOBILISATION. TVK relevance: MEDIUM.  Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,12.8,COMFORTABLE,LIKELY_YES,-0.8,266192
198,Andipatti,-,256529,8.55%,Theni,Theni,1962.0,,Theni,Theni,Mixed,1140031,3.41,72.52,85.73,13.210000000000008,4,"Assembly Constituency: Andipatti (Theni). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Voters here balance appreciation for welfare schemes with demands for better local job creation. Growing presence of national political narratives blending with local issues. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. ",256529,219922,124855,119480,51799,89915,0.186,0.305,0.259,0.18,0.07,12.9,29.2,4.2,53.7,74.0,48.0,MARGINAL,0,ANTI_INCUMBENCY,MEDIUM,-10,HIGH_ANTI_INCUMBENCY,"Assembly Constituency: Andipatti (Theni). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Voters here balance appreciation for welfare schemes with demands for better local job creation. Growing presence of national political narratives blending with local issues. A heavily contested youth vote, split between traditional Dravidian majors and new challengers.  Seat type: MARGINAL (2021: AIADMK won). Incumbency: HIGH_ANTI_INCUMBENCY. Turnout surge: ANTI_INCUMBENCY. TVK relevance: MEDIUM.  Victory margin 2021: CLOSE. 2021 MLA re-contesting: NO.",AIADMK,14.8,CLOSE,NO,-0.3,256529
199,Periyakulam,SC,265830,7.68%,Theni,Theni,1952.0,,Theni,Theni,Mixed,1140031,3.41,72.52,85.73,13.210000000000008,4,"Assembly Constituency: Periyakulam (Theni). Region Culture: Mixed. This is a reserved constituency (SC). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Strong sentiment towards state autonomy and anti-language imposition ideologies. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. ",265830,227896,124855,119480,51799,89915,0.186,0.305,0.259,0.18,0.07,12.9,29.2,4.2,53.7,74.0,48.0,MARGINAL,1,ANTI_INCUMBENCY,LOW,-7,HIGH_ANTI_INCUMBENCY,"Assembly Constituency: Periyakulam (Theni). Region Culture: Mixed. This is a reserved constituency (SC). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Strong sentiment towards state autonomy and anti-language imposition ideologies. A heavily contested youth vote, split between traditional Dravidian majors and new challengers.  Seat type: MARGINAL (2021: AIADMK won). Incumbency: HIGH_ANTI_INCUMBENCY. Turnout surge: ANTI_INCUMBENCY. TVK relevance: LOW. SC/ST reserved seat with VCK-SPA bloc dominance.  Victory margin 2021: CLOSE. 2021 MLA re-contesting: NO.",AIADMK,14.8,CLOSE,NO,-0.3,265830
200,Bodinayakanur,-,263292,6.16%,Theni,Theni,1957.0,,Theni,Theni,Mixed,1140031,3.41,72.52,85.73,13.210000000000008,4,"Assembly Constituency: Bodinayakanur (Theni). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Primarily focused on local candidate reputation rather than national or state party ideology. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). ",263292,225720,124855,119480,51799,89915,0.186,0.305,0.259,0.18,0.07,12.9,29.2,4.2,53.7,74.0,48.0,MARGINAL,0,ANTI_INCUMBENCY,MEDIUM,-10,HIGH_ANTI_INCUMBENCY,"Assembly Constituency: Bodinayakanur (Theni). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Primarily focused on local candidate reputation rather than national or state party ideology. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK).  Seat type: MARGINAL (2021: AIADMK won). Incumbency: HIGH_ANTI_INCUMBENCY. Turnout surge: ANTI_INCUMBENCY. TVK relevance: MEDIUM.  Victory margin 2021: CLOSE. 2021 MLA re-contesting: NO.",AIADMK,14.8,CLOSE,NO,-0.3,263292
201,Cumbum,-,255888,12.01%,Theni,Theni,1952.0,,Theni,Theni,Mixed,1140031,3.41,72.52,85.73,13.210000000000008,4,"Assembly Constituency: Cumbum (Theni). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Primarily focused on local candidate reputation rather than national or state party ideology. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). ",255888,219372,124855,119480,51799,89915,0.186,0.305,0.259,0.18,0.07,12.9,29.2,4.2,53.7,74.0,48.0,COMPETITIVE,0,BASE_MOBILISATION,MEDIUM,2,COMPETITIVE,"Assembly Constituency: Cumbum (Theni). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Primarily focused on local candidate reputation rather than national or state party ideology. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK).  Seat type: COMPETITIVE (2021: DMK won). Incumbency: COMPETITIVE. Turnout surge: BASE_MOBILISATION. TVK relevance: MEDIUM.  Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,14.8,COMFORTABLE,LIKELY_YES,-0.3,255888
202,Rajapalayam,-,214192,11.38%,Virudhunagar,Tenkasi,1962.0,,Virudhunagar,Virudhunagar,Mixed,1635697,2.26,75.79,83.11,7.319999999999993,6,"Assembly Constituency: Rajapalayam (Virudhunagar). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Voters here balance appreciation for welfare schemes with demands for better local job creation. Strong sentiment towards state autonomy and anti-language imposition ideologies. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). ",214192,178014,115777,110793,48033,83378,0.189,0.357,0.199,0.183,0.071,10.3,21.6,4.7,63.4,79.4,50.2,COMPETITIVE,0,BASE_MOBILISATION,MEDIUM,0,COMPETITIVE,"Assembly Constituency: Rajapalayam (Virudhunagar). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Voters here balance appreciation for welfare schemes with demands for better local job creation. Strong sentiment towards state autonomy and anti-language imposition ideologies. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK).  Seat type: COMPETITIVE (2021: DMK won). Incumbency: COMPETITIVE. Turnout surge: BASE_MOBILISATION. TVK relevance: MEDIUM.  Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,11.8,COMFORTABLE,LIKELY_YES,-1.05,214192
203,Srivilliputhur,SC,224122,11.28%,Virudhunagar,Tenkasi,1952.0,,Virudhunagar,Virudhunagar,Mixed,1635697,2.26,75.79,83.11,7.319999999999993,6,"Assembly Constituency: Srivilliputhur (Virudhunagar). Region Culture: Mixed. This is a reserved constituency (SC). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Growing presence of national political narratives blending with local issues. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. ",224122,186267,115777,110793,48033,83378,0.189,0.357,0.199,0.183,0.071,10.3,21.6,4.7,63.4,79.4,50.2,MARGINAL,1,ANTI_INCUMBENCY,LOW,-5,HIGH_ANTI_INCUMBENCY,"Assembly Constituency: Srivilliputhur (Virudhunagar). Region Culture: Mixed. This is a reserved constituency (SC). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Growing presence of national political narratives blending with local issues. A heavily contested youth vote, split between traditional Dravidian majors and new challengers.  Seat type: MARGINAL (2021: AIADMK won). Incumbency: HIGH_ANTI_INCUMBENCY. Turnout surge: ANTI_INCUMBENCY. TVK relevance: LOW. SC/ST reserved seat with VCK-SPA bloc dominance.  Victory margin 2021: CLOSE. 2021 MLA re-contesting: UNCERTAIN.",AIADMK,11.8,CLOSE,UNCERTAIN,-1.05,224122
204,Sattur,-,229330,10.03%,Virudhunagar,Virudhunagar,1952.0,,Virudhunagar,Virudhunagar,Mixed,1635697,2.26,75.79,83.11,7.319999999999993,6,"Assembly Constituency: Sattur (Virudhunagar). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Primarily focused on local candidate reputation rather than national or state party ideology. Traditional party loyalty remains strong, with youth following familial voting patterns. ",229330,190596,115777,110793,48033,83378,0.189,0.357,0.199,0.183,0.071,10.3,21.6,4.7,63.4,79.4,50.2,MARGINAL,0,ANTI_INCUMBENCY,MEDIUM,-9,HIGH_ANTI_INCUMBENCY,"Assembly Constituency: Sattur (Virudhunagar). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Primarily focused on local candidate reputation rather than national or state party ideology. Traditional party loyalty remains strong, with youth following familial voting patterns.  Seat type: MARGINAL (2021: AIADMK won). Incumbency: HIGH_ANTI_INCUMBENCY. Turnout surge: ANTI_INCUMBENCY. TVK relevance: MEDIUM.  Victory margin 2021: CLOSE. 2021 MLA re-contesting: UNCERTAIN.",AIADMK,11.8,CLOSE,UNCERTAIN,-1.05,229330
205,Sivakasi,-,228205,13.88%,Virudhunagar,Virudhunagar,1957.0,,Virudhunagar,Virudhunagar,Mixed,1635697,2.26,75.79,83.11,7.319999999999993,6,"Assembly Constituency: Sivakasi (Virudhunagar). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Primarily focused on local candidate reputation rather than national or state party ideology. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. ",228205,189661,115777,110793,48033,83378,0.189,0.357,0.199,0.183,0.071,10.3,21.6,4.7,63.4,79.4,50.2,MARGINAL,0,BASE_MOBILISATION,MEDIUM,0,COMPETITIVE,"Assembly Constituency: Sivakasi (Virudhunagar). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Primarily focused on local candidate reputation rather than national or state party ideology. A heavily contested youth vote, split between traditional Dravidian majors and new challengers.  Seat type: MARGINAL (2021: DMK won). Incumbency: COMPETITIVE. Turnout surge: BASE_MOBILISATION. TVK relevance: MEDIUM.  Victory margin 2021: CLOSE. 2021 MLA re-contesting: LIKELY_YES.",DMK,11.8,CLOSE,LIKELY_YES,-1.05,228205
206,Virudhunagar,-,200618,11.37%,Virudhunagar,Virudhunagar,1952.0,,Virudhunagar,Virudhunagar,Mixed,1635697,2.26,75.79,83.11,7.319999999999993,6,"Assembly Constituency: Virudhunagar (Virudhunagar). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Primarily focused on local candidate reputation rather than national or state party ideology. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. ",200618,166733,115777,110793,48033,83378,0.189,0.357,0.199,0.183,0.071,10.3,21.6,4.7,63.4,79.4,50.2,COMPETITIVE,0,BASE_MOBILISATION,MEDIUM,0,COMPETITIVE,"Assembly Constituency: Virudhunagar (Virudhunagar). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Primarily focused on local candidate reputation rather than national or state party ideology. A heavily contested youth vote, split between traditional Dravidian majors and new challengers.  Seat type: COMPETITIVE (2021: DMK won). Incumbency: COMPETITIVE. Turnout surge: BASE_MOBILISATION. TVK relevance: MEDIUM.  Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,11.8,COMFORTABLE,LIKELY_YES,-1.05,200618
207,Aruppukkottai,-,207750,7.54%,Virudhunagar,Virudhunagar,1952.0,,Virudhunagar,Virudhunagar,Mixed,1635697,2.26,75.79,83.11,7.319999999999993,6,"Assembly Constituency: Aruppukkottai (Virudhunagar). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Primarily focused on local candidate reputation rather than national or state party ideology. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). ",207750,172661,115777,110793,48033,83378,0.189,0.357,0.199,0.183,0.071,10.3,21.6,4.7,63.4,79.4,50.2,COMPETITIVE,0,BASE_MOBILISATION,MEDIUM,0,COMPETITIVE,"Assembly Constituency: Aruppukkottai (Virudhunagar). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Primarily focused on local candidate reputation rather than national or state party ideology. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK).  Seat type: COMPETITIVE (2021: DMK won). Incumbency: COMPETITIVE. Turnout surge: BASE_MOBILISATION. TVK relevance: MEDIUM.  Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,11.8,COMFORTABLE,LIKELY_YES,-1.05,207750
208,Tiruchuli,-,205301,7.58%,Virudhunagar,Ramanathapuram,1962.0,,Virudhunagar,Virudhunagar,Mixed,1635697,2.26,75.79,83.11,7.319999999999993,6,"Assembly Constituency: Tiruchuli (Virudhunagar). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Growing presence of national political narratives blending with local issues. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). ",205301,170625,115777,110793,48033,83378,0.189,0.357,0.199,0.183,0.071,10.3,21.6,4.7,63.4,79.4,50.2,MARGINAL,0,ANTI_INCUMBENCY,MEDIUM,-9,HIGH_ANTI_INCUMBENCY,"Assembly Constituency: Tiruchuli (Virudhunagar). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Growing presence of national political narratives blending with local issues. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK).  Seat type: MARGINAL (2021: AIADMK won). Incumbency: HIGH_ANTI_INCUMBENCY. Turnout surge: ANTI_INCUMBENCY. TVK relevance: MEDIUM.  Victory margin 2021: CLOSE. 2021 MLA re-contesting: UNCERTAIN.",AIADMK,11.8,CLOSE,UNCERTAIN,-1.05,205301
209,Paramakudi,SC,234608,8.69%,Ramanathapuram,Ramanathapuram,1952.0,,Ramanathapuram,Ramanathapuram,Mixed,1189598,2.82,74.38,80.48,6.1000000000000085,4,"Assembly Constituency: Paramakudi (Ramanathapuram). Region Culture: Mixed. This is a reserved constituency (SC). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Growing presence of national political narratives blending with local issues. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. ",234608,188812,122305,117040,50741,88079,0.175,0.292,0.236,0.231,0.066,12.4,28.6,3.8,55.2,74.8,36.8,COMPETITIVE,1,BASE_MOBILISATION,LOW,4,SAFE_INCUMBENT,"Assembly Constituency: Paramakudi (Ramanathapuram). Region Culture: Mixed. This is a reserved constituency (SC). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Growing presence of national political narratives blending with local issues. A heavily contested youth vote, split between traditional Dravidian majors and new challengers.  Seat type: COMPETITIVE (2021: DMK won). Incumbency: SAFE_INCUMBENT. Turnout surge: BASE_MOBILISATION. TVK relevance: LOW. SC/ST reserved seat with VCK-SPA bloc dominance.  Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,12.3,COMFORTABLE,LIKELY_YES,-0.92,234608
210,Tiruvadanai,-,283864,3.03%,Ramanathapuram,Ramanathapuram,1957.0,,Ramanathapuram,Ramanathapuram,Mixed,1189598,2.82,74.38,80.48,6.1000000000000085,4,"Assembly Constituency: Tiruvadanai (Ramanathapuram). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Strong sentiment towards state autonomy and anti-language imposition ideologies. Traditional party loyalty remains strong, with youth following familial voting patterns. ",283864,228453,122305,117040,50741,88079,0.175,0.292,0.236,0.231,0.066,12.4,28.6,3.8,55.2,74.8,36.8,COMPETITIVE,0,BASE_MOBILISATION,MEDIUM,0,COMPETITIVE,"Assembly Constituency: Tiruvadanai (Ramanathapuram). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Strong sentiment towards state autonomy and anti-language imposition ideologies. Traditional party loyalty remains strong, with youth following familial voting patterns.  Seat type: COMPETITIVE (2021: DMK won). Incumbency: COMPETITIVE. Turnout surge: BASE_MOBILISATION. TVK relevance: MEDIUM.  Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,12.3,COMFORTABLE,LIKELY_YES,-0.92,283864
