#,Constituency,Reserved,Electors As per Feb 2026 SIR[4],Change Prev. Election,District_x,Lok Sabha constituency,Constituency since,Constituency Map,District_Clean,District_y,Culture,Registered_Voters,GDP_Lakhs,Turnout_2021,Turnout_2026,Turnout_Delta,Assembly_Seats,Voter_Profile
172,Papanasam,-,256518,2.26%,Thanjavur,Mayiladuthurai,,,Thanjavur,Thanjavur,Delta,1982663,2.35,77.24,86.99,9.75,7,"Assembly Constituency: Papanasam (Thanjavur). Region Culture: Delta. This is a reserved constituency (-). Agrarian backbone. Farmers and agricultural laborers form the primary vote bank. Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Strong sentiment towards state autonomy and anti-language imposition ideologies. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
173,Thiruvaiyaru,-,258374,4.46%,Thanjavur,Thanjavur,,,Thanjavur,Thanjavur,Delta,1982663,2.35,77.24,86.99,9.75,7,"Assembly Constituency: Thiruvaiyaru (Thanjavur). Region Culture: Delta. This is a reserved constituency (-). Agrarian backbone. Farmers and agricultural laborers form the primary vote bank. Voters here balance appreciation for welfare schemes with demands for better local job creation. Primarily focused on local candidate reputation rather than national or state party ideology. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
174,Thanjavur,-,252676,14.34%,Thanjavur,Thanjavur,1952.0,,Thanjavur,Thanjavur,Delta,1982663,2.35,77.24,86.99,9.75,7,"Assembly Constituency: Thanjavur (Thanjavur). Region Culture: Delta. This is a reserved constituency (-). Agrarian backbone. Farmers and agricultural laborers form the primary vote bank. Voters here balance appreciation for welfare schemes with demands for better local job creation. Strong sentiment towards state autonomy and anti-language imposition ideologies. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
175,Orathanadu,-,233542,5.03%,Thanjavur,Thanjavur,1967.0,,Thanjavur,Thanjavur,Delta,1982663,2.35,77.24,86.99,9.75,7,"Assembly Constituency: Orathanadu (Thanjavur). Region Culture: Delta. This is a reserved constituency (-). Agrarian backbone. Farmers and agricultural laborers form the primary vote bank. Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Primarily focused on local candidate reputation rather than national or state party ideology. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
176,Pattukkottai,-,242420,2.00%,Thanjavur,Thanjavur,1952.0,,Thanjavur,Thanjavur,Delta,1982663,2.35,77.24,86.99,9.75,7,"Assembly Constituency: Pattukkottai (Thanjavur). Region Culture: Delta. This is a reserved constituency (-). Agrarian backbone. Farmers and agricultural laborers form the primary vote bank. Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Primarily focused on local candidate reputation rather than national or state party ideology. Traditional party loyalty remains strong, with youth following familial voting patterns. "
177,Peravurani,-,213946,3.33%,Thanjavur,Thanjavur,1967.0,,Thanjavur,Thanjavur,Delta,1982663,2.35,77.24,86.99,9.75,7,"Assembly Constituency: Peravurani (Thanjavur). Region Culture: Delta. This is a reserved constituency (-). Agrarian backbone. Farmers and agricultural laborers form the primary vote bank. Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Strong sentiment towards state autonomy and anti-language imposition ideologies. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. "
178,Gandarvakottai,SC,196024,3.37%,Pudukkottai,Tiruchirappalli,1957.0,,Pudukkottai,Pudukkottai,Mixed,1288731,3.23,72.4,84.63,12.22999999999999,5,"Assembly Constituency: Gandarvakottai (Pudukkottai). Region Culture: Mixed. This is a reserved constituency (SC). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Primarily focused on local candidate reputation rather than national or state party ideology. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. "
179,Viralimalai,-,225090,0.93%,Pudukkottai,Karur,1967.0,,Pudukkottai,Pudukkottai,Mixed,1288731,3.23,72.4,84.63,12.22999999999999,5,"Assembly Constituency: Viralimalai (Pudukkottai). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Growing presence of national political narratives blending with local issues. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
180,Pudukkottai,-,225944,8.24%,Pudukkottai,Tiruchirappalli,1952.0,,Pudukkottai,Pudukkottai,Mixed,1288731,3.23,72.4,84.63,12.22999999999999,5,"Assembly Constituency: Pudukkottai (Pudukkottai). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Growing presence of national political narratives blending with local issues. Traditional party loyalty remains strong, with youth following familial voting patterns. "
181,Thirumayam,-,220568,3.75%,Pudukkottai,Sivaganga,1952.0,,Pudukkottai,Pudukkottai,Mixed,1288731,3.23,72.4,84.63,12.22999999999999,5,"Assembly Constituency: Thirumayam (Pudukkottai). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Growing presence of national political narratives blending with local issues. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. "
182,Alangudi,-,212078,3.21%,Pudukkottai,Sivaganga,1957.0,,Pudukkottai,Pudukkottai,Mixed,1288731,3.23,72.4,84.63,12.22999999999999,5,"Assembly Constituency: Alangudi (Pudukkottai). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Primarily focused on local candidate reputation rather than national or state party ideology. Traditional party loyalty remains strong, with youth following familial voting patterns. "
183,Aranthangi,-,229792,3.98%,Pudukkottai,Ramanathapuram,1952.0,,Pudukkottai,Pudukkottai,Mixed,1288731,3.23,72.4,84.63,12.22999999999999,5,"Assembly Constituency: Aranthangi (Pudukkottai). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Growing presence of national political narratives blending with local issues. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
184,Karaikudi,-,305925,4.31%,Sivaganga,Sivaganga,1952.0,,Sivaganga,Sivaganga,Mixed,1189598,3.01,72.49,83.36,10.870000000000005,4,"Assembly Constituency: Karaikudi (Sivaganga). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Voters here balance appreciation for welfare schemes with demands for better local job creation. Strong sentiment towards state autonomy and anti-language imposition ideologies. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
185,Tiruppattur,-,275904,6.25%,Sivaganga,Sivaganga,1952.0,,Sivaganga,Sivaganga,Mixed,1189598,3.01,72.49,83.36,10.870000000000005,4,"Assembly Constituency: Tiruppattur (Sivaganga). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Strong sentiment towards state autonomy and anti-language imposition ideologies. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
186,Sivaganga,-,278124,8.30%,Sivaganga,Sivaganga,1952.0,,Sivaganga,Sivaganga,Mixed,1189598,3.01,72.49,83.36,10.870000000000005,4,"Assembly Constituency: Sivaganga (Sivaganga). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Strong sentiment towards state autonomy and anti-language imposition ideologies. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
187,Manamadurai,SC,259382,7.25%,Sivaganga,Sivaganga,1952.0,,Sivaganga,Sivaganga,Mixed,1189598,3.01,72.49,83.36,10.870000000000005,4,"Assembly Constituency: Manamadurai (Sivaganga). Region Culture: Mixed. This is a reserved constituency (SC). Mixed demographics (agriculture, small business, semi-urban). Voters here balance appreciation for welfare schemes with demands for better local job creation. Strong sentiment towards state autonomy and anti-language imposition ideologies. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. "
188,Melur,-,229821,7.02%,Madurai,Madurai,1952.0,,Madurai,Madurai,Southern,2627029,3.18,72.27,83.66,11.39,10,"Assembly Constituency: Melur (Madurai). Region Culture: Southern. This is a reserved constituency (-). Mix of agriculture and historic trade. Caste and community dynamics have significant historical weight. Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Strong sentiment towards state autonomy and anti-language imposition ideologies. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. "
189,Madurai East,-,336527,0.61%,Madurai,Madurai,1962.0,,Madurai,Madurai,Southern,2627029,3.18,72.27,83.66,11.39,10,"Assembly Constituency: Madurai East (Madurai). Region Culture: Southern. This is a reserved constituency (-). Mix of agriculture and historic trade. Caste and community dynamics have significant historical weight. Voters here balance appreciation for welfare schemes with demands for better local job creation. Growing presence of national political narratives blending with local issues. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
190,Sholavandan,SC,214785,1.67%,Madurai,Theni,1962.0,,Madurai,Madurai,Southern,2627029,3.18,72.27,83.66,11.39,10,"Assembly Constituency: Sholavandan (Madurai). Region Culture: Southern. This is a reserved constituency (SC). Mix of agriculture and historic trade. Caste and community dynamics have significant historical weight. Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Primarily focused on local candidate reputation rather than national or state party ideology. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
191,Madurai North,-,221174,10.15%,Madurai,Madurai,1952.0,,Madurai,Madurai,Southern,2627029,3.18,72.27,83.66,11.39,10,"Assembly Constituency: Madurai North (Madurai). Region Culture: Southern. This is a reserved constituency (-). Mix of agriculture and historic trade. Caste and community dynamics have significant historical weight. Voters here balance appreciation for welfare schemes with demands for better local job creation. Strong sentiment towards state autonomy and anti-language imposition ideologies. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. "
192,Madurai South,-,179919,22.83%,Madurai,Madurai,1952.0,,Madurai,Madurai,Southern,2627029,3.18,72.27,83.66,11.39,10,"Assembly Constituency: Madurai South (Madurai). Region Culture: Southern. This is a reserved constituency (-). Mix of agriculture and historic trade. Caste and community dynamics have significant historical weight. Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Growing presence of national political narratives blending with local issues. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
193,Madurai Central,-,199618,18.63%,Madurai,Madurai,1962.0,,Madurai,Madurai,Southern,2627029,3.18,72.27,83.66,11.39,10,"Assembly Constituency: Madurai Central (Madurai). Region Culture: Southern. This is a reserved constituency (-). Mix of agriculture and historic trade. Caste and community dynamics have significant historical weight. Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Growing presence of national political narratives blending with local issues. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
194,Madurai West,-,275516,11.66%,Madurai,Madurai,1967.0,,Madurai,Madurai,Southern,2627029,3.18,72.27,83.66,11.39,10,"Assembly Constituency: Madurai West (Madurai). Region Culture: Southern. This is a reserved constituency (-). Mix of agriculture and historic trade. Caste and community dynamics have significant historical weight. Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Strong sentiment towards state autonomy and anti-language imposition ideologies. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. "
195,Thiruparankundram,-,311400,4.27%,Madurai,Virudhunagar,1957.0,,Madurai,Madurai,Southern,2627029,3.18,72.27,83.66,11.39,10,"Assembly Constituency: Thiruparankundram (Madurai). Region Culture: Southern. This is a reserved constituency (-). Mix of agriculture and historic trade. Caste and community dynamics have significant historical weight. Voters here balance appreciation for welfare schemes with demands for better local job creation. Strong sentiment towards state autonomy and anti-language imposition ideologies. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
196,Thirumangalam,-,261238,7.29%,Madurai,Virudhunagar,1952.0,,Madurai,Madurai,Southern,2627029,3.18,72.27,83.66,11.39,10,"Assembly Constituency: Thirumangalam (Madurai). Region Culture: Southern. This is a reserved constituency (-). Mix of agriculture and historic trade. Caste and community dynamics have significant historical weight. Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Primarily focused on local candidate reputation rather than national or state party ideology. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
197,Usilampatti,-,266192,7.27%,Madurai,Theni,1957.0,,Madurai,Madurai,Southern,2627029,3.18,72.27,83.66,11.39,10,"Assembly Constituency: Usilampatti (Madurai). Region Culture: Southern. This is a reserved constituency (-). Mix of agriculture and historic trade. Caste and community dynamics have significant historical weight. Voters here balance appreciation for welfare schemes with demands for better local job creation. Growing presence of national political narratives blending with local issues. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. "
198,Andipatti,-,256529,8.55%,Theni,Theni,1962.0,,Theni,Theni,Mixed,1140031,3.41,72.52,85.73,13.210000000000008,4,"Assembly Constituency: Andipatti (Theni). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Voters here balance appreciation for welfare schemes with demands for better local job creation. Growing presence of national political narratives blending with local issues. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. "
199,Periyakulam,SC,265830,7.68%,Theni,Theni,1952.0,,Theni,Theni,Mixed,1140031,3.41,72.52,85.73,13.210000000000008,4,"Assembly Constituency: Periyakulam (Theni). Region Culture: Mixed. This is a reserved constituency (SC). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Strong sentiment towards state autonomy and anti-language imposition ideologies. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. "
200,Bodinayakanur,-,263292,6.16%,Theni,Theni,1957.0,,Theni,Theni,Mixed,1140031,3.41,72.52,85.73,13.210000000000008,4,"Assembly Constituency: Bodinayakanur (Theni). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Primarily focused on local candidate reputation rather than national or state party ideology. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
201,Cumbum,-,255888,12.01%,Theni,Theni,1952.0,,Theni,Theni,Mixed,1140031,3.41,72.52,85.73,13.210000000000008,4,"Assembly Constituency: Cumbum (Theni). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Primarily focused on local candidate reputation rather than national or state party ideology. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
202,Rajapalayam,-,214192,11.38%,Virudhunagar,Tenkasi,1962.0,,Virudhunagar,Virudhunagar,Mixed,1635697,2.26,75.79,83.11,7.319999999999993,6,"Assembly Constituency: Rajapalayam (Virudhunagar). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Voters here balance appreciation for welfare schemes with demands for better local job creation. Strong sentiment towards state autonomy and anti-language imposition ideologies. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
203,Srivilliputhur,SC,224122,11.28%,Virudhunagar,Tenkasi,1952.0,,Virudhunagar,Virudhunagar,Mixed,1635697,2.26,75.79,83.11,7.319999999999993,6,"Assembly Constituency: Srivilliputhur (Virudhunagar). Region Culture: Mixed. This is a reserved constituency (SC). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Growing presence of national political narratives blending with local issues. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. "
204,Sattur,-,229330,10.03%,Virudhunagar,Virudhunagar,1952.0,,Virudhunagar,Virudhunagar,Mixed,1635697,2.26,75.79,83.11,7.319999999999993,6,"Assembly Constituency: Sattur (Virudhunagar). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Primarily focused on local candidate reputation rather than national or state party ideology. Traditional party loyalty remains strong, with youth following familial voting patterns. "
205,Sivakasi,-,228205,13.88%,Virudhunagar,Virudhunagar,1957.0,,Virudhunagar,Virudhunagar,Mixed,1635697,2.26,75.79,83.11,7.319999999999993,6,"Assembly Constituency: Sivakasi (Virudhunagar). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Primarily focused on local candidate reputation rather than national or state party ideology. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. "
206,Virudhunagar,-,200618,11.37%,Virudhunagar,Virudhunagar,1952.0,,Virudhunagar,Virudhunagar,Mixed,1635697,2.26,75.79,83.11,7.319999999999993,6,"Assembly Constituency: Virudhunagar (Virudhunagar). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Primarily focused on local candidate reputation rather than national or state party ideology. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. "
207,Aruppukkottai,-,207750,7.54%,Virudhunagar,Virudhunagar,1952.0,,Virudhunagar,Virudhunagar,Mixed,1635697,2.26,75.79,83.11,7.319999999999993,6,"Assembly Constituency: Aruppukkottai (Virudhunagar). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Primarily focused on local candidate reputation rather than national or state party ideology. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
208,Tiruchuli,-,205301,7.58%,Virudhunagar,Ramanathapuram,1962.0,,Virudhunagar,Virudhunagar,Mixed,1635697,2.26,75.79,83.11,7.319999999999993,6,"Assembly Constituency: Tiruchuli (Virudhunagar). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Growing presence of national political narratives blending with local issues. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
209,Paramakudi,SC,234608,8.69%,Ramanathapuram,Ramanathapuram,1952.0,,Ramanathapuram,Ramanathapuram,Mixed,1189598,2.82,74.38,80.48,6.1000000000000085,4,"Assembly Constituency: Paramakudi (Ramanathapuram). Region Culture: Mixed. This is a reserved constituency (SC). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Growing presence of national political narratives blending with local issues. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. "
210,Tiruvadanai,-,283864,3.03%,Ramanathapuram,Ramanathapuram,1957.0,,Ramanathapuram,Ramanathapuram,Mixed,1189598,2.82,74.38,80.48,6.1000000000000085,4,"Assembly Constituency: Tiruvadanai (Ramanathapuram). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Strong sentiment towards state autonomy and anti-language imposition ideologies. Traditional party loyalty remains strong, with youth following familial voting patterns. "
211,Ramanathapuram,-,312303,0.61%,Ramanathapuram,Ramanathapuram,1952.0,,Ramanathapuram,Ramanathapuram,Mixed,1189598,2.82,74.38,80.48,6.1000000000000085,4,"Assembly Constituency: Ramanathapuram (Ramanathapuram). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Growing presence of national political narratives blending with local issues. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. "
212,Mudhukulathur,-,298958,4.18%,Ramanathapuram,Ramanathapuram,1952.0,,Ramanathapuram,Ramanathapuram,Mixed,1189598,2.82,74.38,80.48,6.1000000000000085,4,"Assembly Constituency: Mudhukulathur (Ramanathapuram). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Growing presence of national political narratives blending with local issues. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
213,Vilathikulam,-,204982,5.92%,Thoothukudi,Thoothukkudi,1952.0,,Thoothukudi,Thoothukudi,Mixed,1486997,3.24,73.18,81.22,8.039999999999992,6,"Assembly Constituency: Vilathikulam (Thoothukudi). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Strong sentiment towards state autonomy and anti-language imposition ideologies. Traditional party loyalty remains strong, with youth following familial voting patterns. "
214,Thoothukkudi,-,250587,13.03%,Thoothukudi,Thoothukkudi,1952.0,,Thoothukudi,Thoothukudi,Mixed,1486997,3.24,73.18,81.22,8.039999999999992,6,"Assembly Constituency: Thoothukkudi (Thoothukudi). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Voters here balance appreciation for welfare schemes with demands for better local job creation. Strong sentiment towards state autonomy and anti-language imposition ideologies. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
215,Tiruchendur,-,232933,5.89%,Thoothukudi,Thoothukkudi,1952.0,,Thoothukudi,Thoothukudi,Mixed,1486997,3.24,73.18,81.22,8.039999999999992,6,"Assembly Constituency: Tiruchendur (Thoothukudi). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Strong sentiment towards state autonomy and anti-language imposition ideologies. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. "
216,Srivaikuntam,-,214268,5.12%,Thoothukudi,Thoothukkudi,1957.0,,Thoothukudi,Thoothukudi,Mixed,1486997,3.24,73.18,81.22,8.039999999999992,6,"Assembly Constituency: Srivaikuntam (Thoothukudi). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Voters here balance appreciation for welfare schemes with demands for better local job creation. Strong sentiment towards state autonomy and anti-language imposition ideologies. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
217,Ottapidaram,SC,243756,3.88%,Thoothukudi,Thoothukkudi,1962.0,,Thoothukudi,Thoothukudi,Mixed,1486997,3.24,73.18,81.22,8.039999999999992,6,"Assembly Constituency: Ottapidaram (Thoothukudi). Region Culture: Mixed. This is a reserved constituency (SC). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Primarily focused on local candidate reputation rather than national or state party ideology. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. "
218,Kovilpatti,-,241660,9.74%,Thoothukudi,Thoothukkudi,1952.0,,Thoothukudi,Thoothukudi,Mixed,1486997,3.24,73.18,81.22,8.039999999999992,6,"Assembly Constituency: Kovilpatti (Thoothukudi). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Growing presence of national political narratives blending with local issues. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. "
219,Sankarankovil,SC,238082,6.97%,Tenkasi,Tenkasi,1952.0,,Tenkasi,Tenkasi,Mixed,1189598,2.98,71.68,82.12,10.439999999999998,4,"Assembly Constituency: Sankarankovil (Tenkasi). Region Culture: Mixed. This is a reserved constituency (SC). Mixed demographics (agriculture, small business, semi-urban). Voters here balance appreciation for welfare schemes with demands for better local job creation. Growing presence of national political narratives blending with local issues. Traditional party loyalty remains strong, with youth following familial voting patterns. "
220,Vasudevanallur,SC,228557,5.70%,Tenkasi,Tenkasi,1967.0,,Tenkasi,Tenkasi,Mixed,1189598,2.98,71.68,82.12,10.439999999999998,4,"Assembly Constituency: Vasudevanallur (Tenkasi). Region Culture: Mixed. This is a reserved constituency (SC). Mixed demographics (agriculture, small business, semi-urban). Voters here balance appreciation for welfare schemes with demands for better local job creation. Primarily focused on local candidate reputation rather than national or state party ideology. Traditional party loyalty remains strong, with youth following familial voting patterns. "
221,Kadayanallur,-,269220,7.73%,Tenkasi,Tenkasi,1967.0,,Tenkasi,Tenkasi,Mixed,1189598,2.98,71.68,82.12,10.439999999999998,4,"Assembly Constituency: Kadayanallur (Tenkasi). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Voters here balance appreciation for welfare schemes with demands for better local job creation. Strong sentiment towards state autonomy and anti-language imposition ideologies. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
222,Tenkasi,-,281624,4.31%,Tenkasi,Tenkasi,1952.0,,Tenkasi,Tenkasi,Mixed,1189598,2.98,71.68,82.12,10.439999999999998,4,"Assembly Constituency: Tenkasi (Tenkasi). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Growing presence of national political narratives blending with local issues. Traditional party loyalty remains strong, with youth following familial voting patterns. "
223,Alangulam,-,255457,2.70%,Tenkasi,Tirunelveli,1952.0,,Tenkasi,Tenkasi,Mixed,1189598,2.98,71.68,82.12,10.439999999999998,4,"Assembly Constituency: Alangulam (Tenkasi). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Primarily focused on local candidate reputation rather than national or state party ideology. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
224,Tirunelveli,-,275857,6.46%,Tirunelveli,Tirunelveli,1952.0,,Tirunelveli,Tirunelveli,Southern,1387864,2.26,74.35,84.91,10.560000000000002,5,"Assembly Constituency: Tirunelveli (Tirunelveli). Region Culture: Southern. This is a reserved constituency (-). Mix of agriculture and historic trade. Caste and community dynamics have significant historical weight. Voters here balance appreciation for welfare schemes with demands for better local job creation. Strong sentiment towards state autonomy and anti-language imposition ideologies. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. "
225,Ambasamudram,-,227878,7.74%,Tirunelveli,Tirunelveli,1952.0,,Tirunelveli,Tirunelveli,Southern,1387864,2.26,74.35,84.91,10.560000000000002,5,"Assembly Constituency: Ambasamudram (Tirunelveli). Region Culture: Southern. This is a reserved constituency (-). Mix of agriculture and historic trade. Caste and community dynamics have significant historical weight. Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Growing presence of national political narratives blending with local issues. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
226,Palayamkottai,-,257329,6.68%,Tirunelveli,Tirunelveli,1977.0,,Tirunelveli,Tirunelveli,Southern,1387864,2.26,74.35,84.91,10.560000000000002,5,"Assembly Constituency: Palayamkottai (Tirunelveli). Region Culture: Southern. This is a reserved constituency (-). Mix of agriculture and historic trade. Caste and community dynamics have significant historical weight. Voters here balance appreciation for welfare schemes with demands for better local job creation. Strong sentiment towards state autonomy and anti-language imposition ideologies. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
227,Nanguneri,-,257177,8.34%,Tirunelveli,Tirunelveli,1952.0,,Tirunelveli,Tirunelveli,Southern,1387864,2.26,74.35,84.91,10.560000000000002,5,"Assembly Constituency: Nanguneri (Tirunelveli). Region Culture: Southern. This is a reserved constituency (-). Mix of agriculture and historic trade. Caste and community dynamics have significant historical weight. Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Growing presence of national political narratives blending with local issues. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). "
